,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
2652,MADHYA MAHARASHTRA,1931,0.0,0.0,0.6,14.0,2.9,109.7,316.3,233.5,178.9,180.9,70.2,25.3,1132.4,0.0,17.5,838.5,276.3
2653,MADHYA MAHARASHTRA,1932,0.0,0.5,8.6,22.3,27.3,67.3,351.7,221.3,162.8,148.4,30.8,4.0,1045.1,0.5,58.3,803.1,183.2
2654,MADHYA MAHARASHTRA,1933,1.4,0.5,3.4,8.5,76.5,182.3,194.7,259.4,286.1,93.3,24.0,22.3,1152.4,1.9,88.4,922.5,139.6
2655,MADHYA MAHARASHTRA,1934,3.7,0.0,1.9,7.3,8.0,138.2,217.0,222.3,136.8,41.2,82.0,0.0,858.3,3.7,17.2,714.2,123.2
2656,MADHYA MAHARASHTRA,1935,2.5,0.0,0.0,3.7,1.4,149.6,208.6,195.5,126.7,119.4,7.7,3.9,819.0,2.6,5.1,680.3,131.0
2657,MADHYA MAHARASHTRA,1936,1.3,6.2,4.3,3.8,21.1,169.2,113.9,106.3,161.5,17.2,130.4,0.3,735.6,7.5,29.2,550.9,147.9
2658,MADHYA MAHARASHTRA,1937,0.0,2.0,2.0,47.7,4.7,146.7,319.4,63.6,219.9,96.1,1.3,11.0,914.4,2.0,54.4,749.5,108.4
2659,MADHYA MAHARASHTRA,1938,0.6,1.0,23.5,12.2,50.4,239.9,286.6,169.4,191.5,141.3,7.6,2.3,1126.3,1.6,86.1,887.4,151.2
2660,MADHYA MAHARASHTRA,1939,0.2,0.2,4.1,6.3,1.1,127.6,303.9,219.9,88.5,41.8,27.3,0.8,821.9,0.5,11.5,740.0,70.0
2661,MADHYA MAHARASHTRA,1940,1.3,1.8,0.5,16.5,15.8,191.3,215.9,188.7,132.0,95.2,30.1,4.2,893.2,3.1,32.8,727.9,129.4
2662,MADHYA MAHARASHTRA,1941,28.2,8.0,1.8,5.4,4.2,96.1,338.6,103.7,143.3,44.5,0.1,0.4,774.3,36.2,11.4,681.7,45.0
2663,MADHYA MAHARASHTRA,1942,0.2,2.5,0.2,6.7,10.0,213.3,364.7,191.6,93.8,20.0,1.3,36.9,941.3,2.8,17.0,863.4,58.2
2664,MADHYA MAHARASHTRA,1943,4.1,0.0,1.5,3.5,63.4,150.5,316.4,80.9,166.2,196.0,10.6,0.0,993.2,4.1,68.4,713.9,206.7
