,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
914,BIHAR,1918,0.6,0.1,1.8,29.5,105.4,251.6,240.3,519.2,254.4,8.6,0.1,0.0,1411.7,0.7,136.8,1265.5,8.7
915,BIHAR,1919,40.2,7.7,3.8,11.6,42.3,195.0,417.8,230.1,244.8,58.6,0.0,0.7,1252.7,47.9,57.6,1087.9,59.4
916,BIHAR,1920,0.0,19.2,31.0,2.6,28.8,108.9,361.6,228.5,337.6,5.6,0.0,0.0,1123.9,19.3,62.4,1036.6,5.6
917,BIHAR,1921,26.8,0.6,6.5,21.2,26.3,132.4,303.8,422.0,295.8,37.0,0.0,0.0,1272.2,27.3,54.0,1153.9,37.0
918,BIHAR,1922,12.2,4.6,0.0,9.6,22.0,345.8,427.3,363.5,241.3,15.7,0.7,6.5,1449.2,16.8,31.6,1377.9,22.9
919,BIHAR,1923,1.3,35.1,1.5,13.5,38.1,171.7,253.9,243.2,148.9,74.4,0.7,0.4,982.8,36.4,53.1,817.8,75.5
920,BIHAR,1924,2.5,12.7,1.8,8.8,14.8,170.6,514.0,295.7,320.3,53.1,61.7,0.2,1456.3,15.3,25.5,1300.6,115.0
921,BIHAR,1925,7.7,1.8,7.7,52.9,38.6,130.4,322.9,331.5,269.4,17.6,11.0,0.0,1191.5,9.6,99.2,1054.2,28.6
922,BIHAR,1926,16.3,0.6,29.7,12.8,47.0,48.1,451.5,276.0,211.6,17.6,1.8,8.7,1121.8,16.9,89.6,987.2,28.1
923,BIHAR,1927,24.2,36.4,31.9,3.1,52.9,115.9,301.5,242.7,231.4,21.5,38.6,0.2,1100.2,60.6,87.9,891.5,60.3
924,BIHAR,1928,41.2,21.5,0.1,18.3,54.3,208.0,377.2,272.9,83.3,164.3,0.9,7.6,1249.8,62.7,72.7,941.5,172.8
925,BIHAR,1929,51.6,1.1,11.4,16.2,33.1,190.2,328.8,326.3,124.7,231.4,0.0,44.4,1359.2,52.7,60.6,970.1,275.8
926,BIHAR,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24.0,10.4,1114.3,19.2,48.8,981.5,64.8
927,BIHAR,1931,1.3,32.4,11.4,1.6,27.5,75.9,441.3,218.8,248.2,76.1,11.2,0.7,1146.3,33.7,40.5,984.2,87.9
928,BIHAR,1932,0.0,8.2,0.5,14.8,26.6,152.1,164.3,249.3,191.2,32.4,78.7,8.9,926.9,8.2,41.9,756.8,120.0
929,BIHAR,1933,28.3,13.1,0.7,62.1,90.3,197.0,377.3,377.8,167.8,77.6,0.3,0.3,1392.6,41.3,153.2,1119.8,78.2
930,BIHAR,1934,30.1,13.7,3.0,9.1,22.0,165.5,432.6,251.3,231.2,55.2,9.8,2.8,1226.1,43.7,34.1,1080.6,67.7
931,BIHAR,1935,21.0,19.6,0.6,0.7,21.9,127.9,193.8,481.7,370.3,2.6,0.1,0.1,1240.4,40.6,23.3,1173.7,2.8
932,BIHAR,1936,7.7,6.9,4.6,7.7,84.3,188.9,462.2,261.5,449.2,88.8,0.4,10.3,1572.5,14.6,96.6,1361.9,99.5
933,BIHAR,1937,0.0,66.3,0.8,10.7,80.0,113.6,217.9,441.8,179.3,194.6,0.3,1.1,1306.4,66.3,91.5,952.6,196.0
934,BIHAR,1938,12.4,17.0,0.0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0.0,1506.7,29.4,118.5,1331.0,27.9
935,BIHAR,1939,5.0,42.3,11.3,1.7,41.5,230.4,315.0,277.1,262.0,56.9,0.0,0.0,1243.2,47.3,54.5,1084.5,56.9
936,BIHAR,1940,0.9,43.8,65.5,5.0,31.9,114.6,317.6,314.9,171.6,4.9,0.0,17.5,1088.3,44.7,102.5,918.7,22.4
937,BIHAR,1941,16.2,2.8,0.7,4.6,67.1,177.7,248.8,466.0,190.2,47.8,1.1,0.0,1223.1,19.0,72.5,1082.7,48.9
938,BIHAR,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7.0,0.0,0.9,1252.5,77.8,61.0,1105.7,8.0
939,BIHAR,1943,34.7,16.9,0.2,40.7,37.0,169.8,296.0,322.1,215.4,37.0,0.0,0.0,1169.9,51.6,78.0,1003.3,37.0
